Player_Count,Player_Category
0.0,0
0.00021290185224611454,0
0.0008516074089844582,0
0.0,0
0.00021290185224611454,0
0.0010645092612305727,0
0.0021290185224611454,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0006387055567383436,0
0.0,0
0.0,0
0.0014903129657228018,0
0.0004258037044922291,0
0.06621247604854162,0
0.004470938897168405,0
0.011922503725782414,0
0.0006387055567383436,0
0.0,0
0.00021290185224611454,0
0.0010645092612305727,0
0.0014903129657228018,0
0.0,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0010645092612305727,0
0.004470938897168405,0
0.022567596338088143,0
0.011283798169044072,0
0.010857994464551842,0
0.012348307430274643,0
0.007238662976367894,0
0.006387055567383436,0
0.005961251862891207,0
0.0038322333404300617,0
0.036619118586331705,0
0.0014903129657228018,0
0.01724505003193528,0
0.00702576112412178,0
0.00021290185224611454,0
0.0,0
0.0010645092612305727,0
0.00021290185224611454,0
0.0021290185224611454,0
0.004045135192676176,0
0.07004470938897168,0
0.18416010219288909,1
0.014903129657228018,0
0.2735788801362572,2
0.05003193527783692,0
0.020864381520119227,0
0.0076644666808601235,0
0.14136682989142005,1
0.00234192037470726,0
0.003619331488183947,0
0.0010645092612305727,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0006387055567383436,0
0.009580583351075155,0
0.013199914839259102,0
0.02810304449648712,0
0.07813497977432404,0
0.016606344475196936,0
0.28890781349797745,2
0.021290185224611454,0
0.00894187779433681,0
0.003619331488183947,0
0.010645092612305727,0
0.003193527783691718,0
0.00234192037470726,0
0.0017032148179689163,0
0.0004258037044922291,0
0.0,0
0.0012774111134766872,0
0.05450287417500532,0
0.04492229082393017,0
0.017670853736427506,0
0.011496700021290185,0
0.0076644666808601235,0
0.01916116670215031,0
0.016606344475196936,0
0.014477325952735789,0
0.03853523525654673,0
0.6708537364275069,6
0.005748350010645093,0
0.0019161166702150309,0
0.0034064296359378327,0
0.004045135192676176,0
0.0010645092612305727,0
0.0,0
0.004470938897168405,0
0.008303172237598468,0
0.01405152224824356,0
0.00702576112412178,0
0.022780498190334255,0
0.052373855652544175,0
0.828826910794124,8
0.00894187779433681,0
0.013838620395997446,0
0.025122418565041518,0
0.037257824143070044,0
0.0012774111134766872,0
0.008516074089844582,0
0.00234192037470726,0
0.005748350010645093,0
0.0021290185224611454,0
0.0004258037044922291,0
0.05407707047051309,0
0.008516074089844582,0
0.007877368533106239,0
0.010645092612305727,0
0.028954651905471578,0
0.7296146476474346,7
0.05322546306152864,0
0.22035341707472855,2
1.0,9
0.03278688524590164,0
0.028954651905471578,0
0.00468384074941452,0
0.0053225463061528635,0
0.00936768149882904,0
0.06663827975303385,0
0.027890142644241004,0
0.00021290185224611454,0
0.02022567596338088,0
0.010432190760059613,0
0.015754737066212478,0
0.01724505003193528,0
0.04875452416436023,0
0.1347668724717905,1
0.02022567596338088,0
0.027890142644241004,0
0.1417926335959123,1
0.009580583351075155,0
0.01724505003193528,0
0.011496700021290185,0
0.015328933361720247,0
0.004045135192676176,0
0.0029806259314456036,0
0.0,0
0.0,0
0.011922503725782414,0
0.003193527783691718,0
0.04449648711943794,0
0.12092825207579307,1
0.3572493080689802,3
0.05876091121992762,0
0.026825633383010434,0
0.015541835213966362,0
0.012561209282520759,0
0.012774111134766872,0
0.21928890781349797,2
0.03470300191611667,0
0.016180540770704705,0
0.07919948903555461,0
0.0038322333404300617,0
0.0,0
0.00021290185224611454,0
0.005748350010645093,0
0.002767724079199489,0
0.007451564828614009,0
0.013838620395997446,0
0.02661273153076432,0
0.010645092612305727,0
0.33276559506067704,3
0.04343197785820737,0
0.07430274643389398,0
0.05216095380029806,0
0.20459868000851608,2
0.08111560570576964,0
0.012774111134766872,0
0.00468384074941452,0
0.0008516074089844582,0
0.0,0
0.00021290185224611454,0
0.0034064296359378327,0
0.022780498190334255,0
0.09623163721524378,0
0.018309559293165852,0
0.012774111134766872,0
0.015116031509474133,0
0.17841175218224398,1
0.022567596338088143,0
0.02001277411113477,0
0.02576112412177986,0
0.007238662976367894,0
0.007451564828614009,0
0.00894187779433681,0
0.0021290185224611454,0
0.0,0
0.0,0
0.0004258037044922291,0
0.057483500106450924,0
0.0029806259314456036,0
0.008728975942090697,0
0.002767724079199489,0
0.01362571854375133,0
0.055354481583989784,0
0.04194166489248456,0
0.011283798169044072,0
0.01596763891845859,0
0.01916116670215031,0
0.006387055567383436,0
0.008090270385352353,0
0.02938045560996381,0
0.0034064296359378327,0
0.0,0
0.0,0
0.0,0
0.00702576112412178,0
0.02533532041728763,0
0.015328933361720247,0
0.005535448158398978,0
0.2576112412177986,2
0.02299340004258037,0
0.010219288907813498,0
0.006174153715137322,0
0.4289972322759208,4
0.15286352991271024,1
0.011496700021290185,0
0.01405152224824356,0
0.06365765382158825,0
0.00021290185224611454,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0010645092612305727,0
0.008516074089844582,0
0.0029806259314456036,0
0.0034064296359378327,0
0.004045135192676176,0
0.005109644453906749,0
0.004045135192676176,0
0.004045135192676176,0
0.0034064296359378327,0
0.0012774111134766872,0
0.0,0
0.00021290185224611454,0
0.0008516074089844582,0
0.0,0
0.0,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0,0
0.0014903129657228018,0
0.0,0
0.0004258037044922291,0
0.004045135192676176,0
0.004045135192676176,0
0.0004258037044922291,0
0.0017032148179689163,0
0.0021290185224611454,0
0.004258037044922291,0
0.0,0
0.0,0
0.0,0
0.0,0
0.00021290185224611454,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0017032148179689163,0
0.0004258037044922291,0
0.0008516074089844582,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
